state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,version,party_simplified
TEXAS,TX,48,74,49,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,2785,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"CELLA, TODD",INDEPENDENT,TRUE,205,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"CUELLAR, JESSE",,TRUE,49,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"HOEFLING, TOM",,TRUE,337,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,350,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"LOEB, ABRAM",,TRUE,36,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"MORROW, ROBERT",,TRUE,56,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"WELLS, KASEY",INDEPENDENT,TRUE,114,11315056,20210113,OTHER
UTAH,UT,49,87,67,"PIERCE, BROCK",INDEPENDENT,TRUE,2623,1488289,20210113,OTHER
UTAH,UT,49,87,67,"WEST, KANYE",THE BIRTHDAY PARTY,TRUE,7213,1488289,20210113,OTHER
UTAH,UT,49,87,67,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,560282,1488289,20210113,DEMOCRAT
UTAH,UT,49,87,67,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,5551,1488289,20210113,OTHER
UTAH,UT,49,87,67,"JORGENSEN, JO",LIBERTARIAN,FALSE,38447,1488289,20210113,LIBERTARIAN
UTAH,UT,49,87,67,"MCHUGH, JOE",,TRUE,2229,1488289,20210113,OTHER
UTAH,UT,49,87,67,"HAWKINS, HOWIE",GREEN,FALSE,5053,1488289,20210113,OTHER
UTAH,UT,49,87,67,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,1139,1488289,20210113,OTHER
UTAH,UT,49,87,67,"TRUMP, DONALD J.",REPUBLICAN,FALSE,865140,1488289,20210113,REPUBLICAN
UTAH,UT,49,87,67,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,368,1488289,20210113,OTHER
UTAH,UT,49,87,67,"HOEFLING, TOM",,TRUE,51,1488289,20210113,OTHER
UTAH,UT,49,87,67,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,186,1488289,20210113,OTHER
UTAH,UT,49,87,67,"FORBES, KATHERINE",,TRUE,1,1488289,20210113,OTHER
UTAH,UT,49,87,67,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,6,1488289,20210113,OTHER
VERMONT,VT,50,13,6,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,242820,370968,20210113,DEMOCRAT
VERMONT,VT,50,13,6,"TRUMP, DONALD J.",REPUBLICAN,FALSE,112704,370968,20210113,REPUBLICAN
VERMONT,VT,50,13,6,"JORGENSEN, JO",LIBERTARIAN,FALSE,3608,370968,20210113,LIBERTARIAN
VERMONT,VT,50,13,6,"HAWKINS, HOWIE",GREEN,FALSE,1310,370968,20210113,OTHER
VERMONT,VT,50,13,6,"WEST, KANYE",INDEPENDENT,FALSE,1269,370968,20210113,OTHER
VERMONT,VT,50,13,6,"PAIGE, BROOKE H.",GRUMPY OLD PATRIOTS,FALSE,1175,370968,20210113,OTHER
VERMONT,VT,50,13,6,"LAFONTAINE, CHRISTOPHER",INDEPENDENT,FALSE,856,370968,20210113,OTHER
VERMONT,VT,50,13,6,"DUNCAN, RICHARD",INDEPENDENT,FALSE,213,370968,20210113,OTHER
VERMONT,VT,50,13,6,"CARROLL, BRIAN",AMERICAN SOLIDARITY,FALSE,209,370968,20210113,OTHER
VERMONT,VT,50,13,6,"BLANKENSHIP, DON",CONSTITUTION,FALSE,208,370968,20210113,OTHER
VERMONT,VT,50,13,6,"KENNEDY, ALYSON",SOCIALIST WORKERS,FALSE,195,370968,20210113,OTHER
VERMONT,VT,50,13,6,"LA RIVA, GLORIA ESTELLA",LIBERTY UNION,FALSE,166,370968,20210113,OTHER
VERMONT,VT,50,13,6,"SWING, GARY",BOILING FROG,FALSE,141,370968,20210113,OTHER
VERMONT,VT,50,13,6,"COLLINS, PHIL",PROHIBITION,FALSE,137,370968,20210113,OTHER
VERMONT,VT,50,13,6,"MCCORMIC, KEITH",BULL MOOSE,FALSE,126,370968,20210113,OTHER
VERMONT,VT,50,13,6,"PIERCE, BROCK",UNAFFILIATED,FALSE,100,370968,20210113,OTHER
VERMONT,VT,50,13,6,"SEGAL, JEROME M.",BREAD AND ROSES,FALSE,65,370968,20210113,OTHER
VERMONT,VT,50,13,6,"HUBER, BLAKE",APPROVAL VOTING,FALSE,54,370968,20210113,OTHER
VERMONT,VT,50,13,6,"KOPITKE, KYLE KENLEY",INDEPENDENT,FALSE,53,370968,20210113,OTHER
VERMONT,VT,50,13,6,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,48,370968,20210113,OTHER
VERMONT,VT,50,13,6,,,TRUE,1942,370968,20210113,OTHER
VERMONT,VT,50,13,6,OVERVOTES,,FALSE,278,370968,20210113,OTHER
VERMONT,VT,50,13,6,BLANK VOTES,,FALSE,3262,370968,20210113,OTHER
VERMONT,VT,50,13,6,"SCALF, ZACHARY",INDEPENDENT,FALSE,29,370968,20210113,OTHER
VIRGINIA,VA,51,54,40,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2413568,4460524,20210113,DEMOCRAT
VIRGINIA,VA,51,54,40,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1962430,4460524,20210113,REPUBLICAN
VIRGINIA,VA,51,54,40,"JORGENSEN, JO",LIBERTARIAN,FALSE,64761,4460524,20210113,LIBERTARIAN
VIRGINIA,VA,51,54,40,,,TRUE,19765,4460524,20210113,OTHER
WASHINGTON,WA,53,91,73,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2369612,4087631,20210113,DEMOCRAT
WASHINGTON,WA,53,91,73,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1584651,4087631,20210113,REPUBLICAN
WASHINGTON,WA,53,91,73,"JORGENSEN, JO",LIBERTARIAN,FALSE,80500,4087631,20210113,LIBERTARIAN
WASHINGTON,WA,53,91,73,"HAWKINS, HOWIE",GREEN,FALSE,18289,4087631,20210113,OTHER
WASHINGTON,WA,53,91,73,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,FALSE,4840,4087631,20210113,OTHER
WASHINGTON,WA,53,91,73,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,FALSE,2487,4087631,20210113,OTHER
WASHINGTON,WA,53,91,73,,,TRUE,27252,4087631,20210113,OTHER
WEST VIRGINIA,WV,54,55,56,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,235984,794652,20210113,DEMOCRAT
WEST VIRGINIA,WV,54,55,56,"TRUMP, DONALD J.",REPUBLICAN,FALSE,545382,794652,20210113,REPUBLICAN
WEST VIRGINIA,WV,54,55,56,"JORGENSEN, JO",LIBERTARIAN,FALSE,10687,794652,20210113,LIBERTARIAN
WEST VIRGINIA,WV,54,55,56,"HAWKINS, HOWIE",GREEN,FALSE,2599,794652,20210113,OTHER
WISCONSIN,WI,55,35,25,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1630866,3298041,20210113,DEMOCRAT
WISCONSIN,WI,55,35,25,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1610184,3298041,20210113,REPUBLICAN
WISCONSIN,WI,55,35,25,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,5146,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"JORGENSEN, JO",INDEPENDENT,FALSE,38491,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,FALSE,5259,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"WELLS, KASEY",INDEPENDENT,TRUE,25,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,36,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,5,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"HAWKINS, HOWIE",GREEN,TRUE,1089,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,110,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"WEST, KANYE",THE BIRTHDAY PARTY,TRUE,411,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,"CHARLES, MARK",INDEPENDENT,TRUE,52,3298041,20210113,OTHER
WISCONSIN,WI,55,35,25,,,TRUE,6367,3298041,20210113,OTHER
WYOMING,WY,56,83,68,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,73491,278503,20210113,DEMOCRAT
WYOMING,WY,56,83,68,"TRUMP, DONALD J.",REPUBLICAN,FALSE,193559,278503,20210113,REPUBLICAN
WYOMING,WY,56,83,68,"JORGENSEN, JO",LIBERTARIAN,FALSE,5768,278503,20210113,LIBERTARIAN
WYOMING,WY,56,83,68,"PIERCE, BROCK",INDEPENDENT,FALSE,2208,278503,20210113,OTHER
WYOMING,WY,56,83,68,,,TRUE,1739,278503,20210113,OTHER
WYOMING,WY,56,83,68,OVERVOTES,,FALSE,279,278503,20210113,OTHER
WYOMING,WY,56,83,68,UNDERVOTES,,FALSE,1459,278503,20210113,OTHER
